Name,Location,Review_Score,Review_Feedback,Review_Count,Type,Category
Nacpan Beach,"El Nido, Palawan",4.5,No Feedback,2681,Tourist Site,Beaches
Big Lagoon,"El Nido, Palawan",4.5,No Feedback,1743,Tourist Site,Bodies of Water
Small Lagoon,"El Nido, Palawan",4.5,No Feedback,2405,Tourist Site,Bodies of Water
